employee_id,meeting_hours,focus_hours,remote_share,performance,job_satisfaction
E0001,9.427396117866671,34.20337881459473,0.5499070762268489,81.96765462521479,8.834912585375472
E0002,4.588254571509778,33.65662880508704,0.783377719743357,87.32169517363438,6.6307282361245585
E0003,6.907821028343348,26.488769736060533,0.8671325127358794,82.27293639010794,7.555486954665103
E0004,7.582156512402602,36.469686655854616,0.9559539242299304,87.14550499130108,7.549066913191919
E0005,7.010670807852497,27.66629306934764,0.6123138401759479,80.97469161100791,6.921644271639103
E0006,5.73468870977129,30.369298343596242,0.6349144434372894,81.59478865233102,6.5012613440039955
E0007,9.778804993597348,28.522104413459004,0.6794178605239879,85.37658626273173,7.497567219993399
E0008,5.763352403967256,29.5717743981576,0.6445944217922808,88.95060545743014,8.155511882812968
E0009,11.046059284692603,30.658675620755243,0.6854256276857509,73.27523151377571,8.976842278976553
E0010,5.843214752368947,30.417063352989523,0.7314622032323497,81.76558732608073,5.590847211720787
E0011,9.262174135558713,29.91217607196409,0.6298777949260015,81.50326473125003,6.79756052668759
E0012,11.716613481752766,30.378254547797113,0.9536972166983151,76.68755542388335,7.188569781988081
E0013,2.527848247219152,28.300976674536663,0.7607774744885547,74.75948447342593,5.836842969332624
E0014,5.303028082956572,28.235240042592338,0.7415891899494419,77.58487632220427,6.74946655820771
E0015,5.666696659015855,24.18615322029816,0.7995619641604594,86.10765404009096,6.722648240818492
E0016,7.589875995175186,28.661831955941636,0.7537415186117965,79.08574140671443,6.777430300140398
E0017,5.289367696459819,28.205724097427698,0.736791196304409,76.50578533346275,5.311165400852932
E0018,0,39.45661850120679,0.8976787423552097,83.14391423640268,7.713418550286554
E0019,0,25.232593190835985,0.7282969789907896,73.34300035423455,6.868077063745169
E0020,9.30028336432548,30.480396764955124,0.6216397795907775,89.3211164336567,9.020491193832163
E0021,5.233403514803814,24.772312264392983,0.7885667890443402,78.60783208646903,8.295955949415083
E0022,1.54672891505,24.85347490497121,0.7148487126470907,83.32390168176465,6.046470434867201
E0023,5.5702066106009465,30.436458351689524,0.6978203906643731,82.35704432102482,7.598395421005839
E0024,9.036686747931498,26.511763027905868,0.643186879931283,81.9983153177949,6.906229015766846
E0025,10.737983653162413,29.99362084993352,0.7928365903266692,94.66567429710005,8.388281168634515
E0026,4.9238271709845005,28.501093915009648,0.7325981765573005,76.22270430023039,7.5530704154986665
E0027,5.356826543077676,27.852149377426766,0.8015667728648029,90.01829316559589,6.942976374155345
E0028,1.5920922870130498,22.913627541033122,0.7265634722694079,82.2210123128727,7.93839703617272
E0029,7.150243387078179,25.71338217374005,0.684149657417823,76.15355936285296,7.652608158642419
E0030,4.400012810099702,30.628307543912783,0.8750236604078717,81.5186544568844,7.335382418250435
E0031,7.138625308103048,31.986672080482375,0.7228236284888603,87.22740180908727,9.519890621475975
E0032,7.762093343072047,28.27492926256284,0.8447951995875196,79.02136885923777,6.970614113682739
E0033,8.587758804924807,30.00022009422873,0.6298417569891062,76.5954243536458,7.029213027015958
E0034,4.477684061481972,33.93011375182988,0.7033883903624497,83.06934874723527,5.954063075982477
E0035,7.262387808244926,35.039495100416666,0.723064860484682,88.92017791625159,7.459473276704823
E0036,1.7074783023166438,26.160101810579626,0.7109034591869139,81.48579165729478,8.390356305470675
E0037,4.038852479051259,29.589381539124382,0.8848707011991713,72.29081412508181,5.428612149070786
E0038,3.8727310145587044,34.205244403218956,0.7477235298701588,72.85326866937245,7.249934879926982
E0039,0,28.355946468017947,0.774422585110345,76.62123272445443,6.318349573346682
